Ma ck,gia,eps,pe,gt so sach,klgd10,kl niem yet,kl luu hanh,von hoa
TJC,12.5,0.04,308.78,10.91,26780.0,8600000.0,8600000.0,107.5
TKU,11.3,1.44,7.49,15.3,693.0,4997562.0,32287965.0,348.71
TL4,7.9,0.81,9.8,15.55,4928.0,16008338.0,16008338.0,126.47
TLD,5.3,0.79,6.89,11.37,493124.0,38054077.0,38054077.0,207.78
TLG,39.25,3.1,12.71,22.54,115283.0,77794453.0,76294453.0,3006.0
TLI,9.5,0.06,155.28,14.83,670.0,3000000.0,3000000.0,28.5
TLT,9.1,2.2,4.13,12.35,9500.0,6989800.0,6989800.0,63.61
TMB,17.0,6.79,2.47,17.04,3941.0,15000000.0,15000000.0,252.0
TMC,16.7,0.58,28.7,15.43,,12400000.0,12400000.0,207.08
TMG,30.0,1.92,15.6,11.78,20.0,18000000.0,18000000.0,540.0
TMP,41.0,3.61,11.35,20.88,1479.0,70000000.0,70000000.0,2870.0
TMS,37.8,4.3,9.41,29.26,97125.0,70822161.0,81432123.0,2825.69
TMT,5.8,0.11,53.65,11.3,23491.0,38883969.0,36877980.0,208.73
TMX,16.1,1.82,9.71,16.48,21.0,6000000.0,6000000.0,106.2
TN1,76.0,5.62,13.98,22.62,3879.0,17555984.0,21405984.0,1682.51
TNA,13.3,1.07,12.62,12.05,324650.0,39730884.0,45035305.0,605.72
TNB,14.5,1.12,12.95,16.59,,11500000.0,11478991.0,166.45
TNC,31.0,2.74,11.15,17.75,1922.0,19250000.0,19250000.0,588.09
TND,7.4,0.73,10.47,16.33,39054.0,16000000.0,16000000.0,121.6
TNG,15.6,2.63,5.93,15.24,2606697.0,73996005.0,73996005.0,1154.34
TNI,2.97,0.07,40.81,11.17,511833.0,52500000.0,52500000.0,156.45
TNM,3.1,2.18,1.42,12.89,,5800000.0,3787040.0,11.74
TNP,10.0,1.1,9.13,11.54,,7100000.0,7100000.0,71.0
TNW,13.4,0.18,72.62,14.51,10.0,16000000.0,16000000.0,214.4
TNY,8.0,2.38,3.36,19.53,,3000000.0,3000000.0,24.0
TOT,4.7,0.69,6.82,10.6,1164.0,5495000.0,5495000.0,25.83
TOW,18.5,2.93,6.3,20.77,760.0,5318800.0,5318800.0,98.4
TPC,8.99,1.02,8.26,14.93,2801.0,24430596.0,22516956.0,189.59
TPH,11.2,0.66,16.86,11.26,10.0,2095985.0,2095985.0,23.48
TPP,11.7,0.45,25.94,10.89,10.0,20000000.0,20000000.0,234.0
TPS,30.5,3.56,8.58,15.17,,5000000.0,5000000.0,152.5
TQN,37.1,1.48,25.72,36.63,10.0,3600000.0,3600000.0,136.8
TQW,9.8,0.25,39.79,10.25,,8933200.0,8933200.0,87.55
TRA,68.4,4.49,15.25,26.67,2117.0,41453673.0,41450540.0,2835.22
TRC,36.8,3.0,12.26,53.09,2201.0,30000000.0,29125000.0,1071.8
TRS,49.4,9.36,6.86,55.25,1062.0,3956769.0,3944669.0,194.87
TS3,9.2,4.29,2.15,64.32,,3851880.0,659300.0,6.07
TS5,10.0,0.02,459.42,94.97,,314122.0,314122.0,3.14
TSB,8.0,0.75,10.63,11.5,,6745480.0,6745480.0,53.96
TSC,3.14,0.01,222.65,10.77,1518541.0,147648084.0,147647985.0,451.8
TSG,11.4,2.47,4.62,13.02,550.0,3074100.0,3074100.0,35.04
TSJ,32.5,1.23,26.38,11.38,,74800000.0,74797400.0,2430.92
TST,11.8,0.18,65.96,18.34,376.0,4800000.0,4800000.0,56.64
TTA,17.1,0.56,30.61,12.1,1242613.0,135000000.0,135000000.0,2308.5
TTB,4.5,0.09,50.73,11.47,651316.0,46826954.0,51509583.0,231.79
TTC,13.2,2.35,5.61,19.99,1961.0,5992348.0,5940528.0,78.41
TTD,54.4,3.32,16.41,15.1,90.0,15552000.0,15552000.0,846.03
TTG,3.6,0.04,85.11,11.1,1621.0,2000000.0,1950000.0,7.02
TTH,1.7,0.22,7.56,11.11,133873.0,37374846.0,37374860.0,63.54
TTJ,45.0,0.26,170.61,14.04,,3000000.0,3000000.0,135.0
TTL,8.2,0.43,18.91,12.74,2351.0,41908000.0,41908000.0,343.65
TTN,9.6,1.37,7.06,12.31,105995.0,24485000.0,24485000.0,237.5
TTP,40.8,10.83,3.77,71.52,82.0,14999998.0,13517770.0,551.53
TTS,6.0,1.14,5.27,5.37,,50800000.0,50800000.0,304.8
TTT,34.2,0.46,73.47,64.77,760.0,4570210.0,4570210.0,155.39
TTV,0.6,2.98,0.2,13.69,,1313800.0,1313800.0,0.79
TUG,11.9,2.13,5.58,12.28,130.0,2700000.0,2700000.0,32.13
TV2,52.4,6.11,8.58,29.18,267440.0,36014952.0,36014952.0,1887.18
TV3,25.5,2.37,10.74,13.34,100.0,8276080.0,8276302.0,211.05
TV4,13.0,1.21,10.74,11.36,3554.0,15834745.0,15770222.0,205.01
TVA,17.0,3.21,5.3,15.34,130.0,6300000.0,6300000.0,107.1
TVB,12.7,1.14,11.11,10.84,466773.0,44024103.0,54726621.0,692.29
TVC,12.3,1.63,7.49,12.64,1773793.0,43865225.0,46045925.0,561.76
TVD,7.7,1.74,4.49,10.99,135576.0,44962864.0,44962864.0,350.71
TVH,25.0,5.14,4.87,20.13,,4004000.0,4004000.0,100.1
TVM,9.0,0.62,14.49,19.6,10.0,2400000.0,2400000.0,21.6
TVN,7.7,0.4,19.42,12.72,180741.0,678000000.0,678000000.0,5220.6
TVP,26.5,4.03,6.58,23.78,93.0,11087936.0,11087936.0,293.83
TVS,12.2,2.06,5.87,11.93,22937.0,98235174.0,98235174.0,1188.65
TVT,24.0,3.23,7.59,24.2,2986.0,21000000.0,21000000.0,514.5
TVU,12.9,3.57,3.61,14.66,,1750000.0,1750000.0,22.58
TVW,4.8,1.11,4.34,11.58,,14597860.0,14597860.0,70.07
TW3,11.0,0.09,122.29,12.61,,1750000.0,1706600.0,18.77
TYA,14.45,2.29,6.32,14.77,44770.0,6134773.0,30680582.0,444.87
UCT,6.0,0.26,23.46,10.45,,5344345.0,5344345.0,32.07
UDJ,10.0,2.05,5.03,13.5,31671.0,16500000.0,14610840.0,150.49
UDL,9.0,1.02,8.82,141.06,,6620000.0,6620000.0,59.58
UEM,34.1,1.34,25.4,11.49,,2438100.0,2438100.0,83.14
UIC,47.5,7.6,6.22,36.36,4572.0,8000000.0,8000000.0,378.4
UMC,12.0,0.51,23.56,15.03,,1841617.0,1841617.0,22.1
UNI,7.6,0.07,101.66,10.42,17309.0,15617632.0,15316032.0,116.4
UPC,16.5,3.21,5.14,15.0,2150.0,3400000.0,3400000.0,56.1
USC,5.6,0.7,7.95,10.99,,5500000.0,5500000.0,30.8
USD,10.5,2.04,5.14,11.73,,5600000.0,5600000.0,58.8
V12,9.1,1.45,6.81,15.14,519.0,5818000.0,5818000.0,57.6
VAF,11.9,0.35,31.61,11.97,726.0,37665348.0,37665348.0,418.09
VAV,42.1,4.7,8.95,22.52,1350.0,16000000.0,16000000.0,673.6
VBC,18.3,3.8,4.81,17.03,4112.0,7499972.0,7499960.0,137.25
VBG,9.0,0.41,22.0,10.46,,8600000.0,8600000.0,77.4
VBH,30.0,0.71,42.43,6.36,,2900000.0,2900000.0,87.0
VC1,8.2,1.05,8.01,19.49,39.0,12000000.0,12000000.0,100.8
VC2,10.3,0.42,24.32,19.65,1288.0,15000000.0,15000000.0,154.5
VC3,16.8,1.03,16.25,11.42,169363.0,61015642.0,61015642.0,1025.06
VC6,7.6,0.54,13.07,13.48,853.0,8000000.0,8000000.0,56.0
VC7,4.4,0.51,8.78,10.71,12296.0,24022953.0,24022953.0,108.1
VCA,10.8,1.43,7.39,14.29,6933.0,15187322.0,15187322.0,160.99
VCC,13.4,0.76,16.07,12.19,2484.0,12000000.0,12000000.0,146.4
VCE,8.0,0.02,350.53,11.32,,5000000.0,5000000.0,40.0
VCF,225.2,27.61,8.51,72.35,325.0,26579135.0,26579135.0,6246.1
VCG,41.5,3.66,11.67,19.65,282843.0,441710673.0,402410673.0,17182.94
VCI,44.7,6.15,7.29,24.16,1174306.0,165600000.0,165553000.0,7425.05
VCM,16.2,1.52,11.68,22.46,138.0,3000000.0,3000000.0,53.4
VCP,50.6,0.94,53.96,15.24,68886.0,56999993.0,56999993.0,2901.3
VCS,82.5,8.52,9.73,23.86,325448.0,160000000.0,155200000.0,12866.08
VCW,36.0,1.01,35.48,14.79,436.0,75000000.0,75000000.0,2700.0
VCX,5.3,0.51,10.13,6.29,1410.0,26530000.0,26530000.0,137.96
VDB,3.6,8.85,0.9,19.33,,6629999.0,6629999.0,23.87
VDL,23.6,1.15,20.43,13.3,150.0,14657150.0,14657150.0,345.91
VDM,10.8,0.31,35.08,12.11,,5000000.0,5000000.0,54.0
VDN,11.7,4.82,2.43,25.29,1.0,2993910.0,2981730.0,34.89
VDP,32.2,5.11,6.35,49.74,7802.0,8700000.0,8666600.0,281.66
VDS,9.86,0.57,17.47,10.57,24254.0,100099906.0,100099906.0,1001.0
VDT,22.6,0.48,46.83,14.06,,1965440.0,1965440.0,44.42
VE2,6.6,0.55,12.08,10.99,10.0,2158880.0,2098080.0,13.85
VE3,5.6,0.62,9.03,13.13,244.0,1319710.0,1319710.0,7.39
VE4,10.0,0.05,203.26,14.0,2710.0,1028000.0,1028000.0,10.28
VE8,6.3,0.68,9.22,7.43,110.0,1800000.0,1800000.0,11.34
VEA,50.8,4.52,11.2,22.87,335279.0,1328800000.0,1328800000.0,67370.16
VEC,11.4,0.32,35.75,10.9,52761.0,43800000.0,43800000.0,499.32
VEE,10.0,2.32,4.31,16.34,,10185820.0,10185820.0,101.86
VEF,83.8,0.56,150.65,11.64,10388.0,166604050.0,166604050.0,14028.06
VET,51.8,4.18,12.38,22.52,80.0,16000000.0,15963800.0,826.92
VFC,12.3,0.66,18.7,14.88,460.0,34000000.0,33801062.0,415.75
VFG,47.5,4.42,10.75,29.73,785.0,32091864.0,32086864.0,1524.13
VFS,6.4,0.53,12.18,10.7,27142.0,41000000.0,41000000.0,262.4
VGC,25.65,1.41,18.13,14.08,325073.0,448350000.0,448350000.0,11477.76
VGG,49.4,4.44,11.12,46.23,88655.0,44100000.0,42000000.0,2074.8
VGI,32.9,0.69,47.75,10.38,1045251.0,3043811200.0,3043811200.0,100141.39
VGL,32.4,1.63,19.85,12.48,,9325155.0,9325155.0,302.14
VGP,23.8,0.85,27.96,20.91,3.0,8214692.0,7825922.0,186.26
VGR,30.0,2.67,11.25,16.06,340.0,63250000.0,63250000.0,1897.5
VGS,12.4,1.89,7.03,16.81,213080.0,42111589.0,42111589.0,560.08
VGT,9.6,0.52,18.31,12.1,414738.0,500000000.0,500000000.0,4800.0
VGV,10.0,0.77,13.04,10.98,4820.0,35774448.0,35774448.0,357.74
VHC,46.25,4.11,11.21,29.5,1051171.0,183376956.0,181946026.0,8387.71
VHD,6.2,0.01,613.33,10.22,180.0,7000000.0,7000000.0,43.4
VHE,3.6,0.05,82.02,10.52,52420.0,8800000.0,10559996.0,39.07
VHF,12.8,0.17,74.0,10.57,,21500000.0,21500000.0,275.2
VHI,9.3,0.12,77.29,9.41,,76900000.0,76900000.0,715.17
VHL,26.1,4.06,6.43,26.29,2898.0,25000000.0,25000000.0,652.5
VHM,86.0,6.72,12.82,22.77,2266190.0,3349513918.0,3289513918.0,283556.1
VIA,8.9,1.98,4.48,11.37,,1200000.0,1200000.0,10.68
VIC,107.0,2.55,41.96,24.27,837773.0,3382430890.0,3382430590.0,361920.07
VID,9.55,0.14,68.95,14.29,44874.0,30880070.0,30880070.0,293.36
VIE,5.9,0.01,589.94,6.44,,2061244.0,2061244.0,12.16
VIF,18.0,1.05,16.56,13.57,2440.0,350000000.0,350000000.0,6090.0
VIH,10.0,2.69,3.71,13.34,2142.0,5600000.0,5600000.0,56.0
VIM,22.0,inf,,18.4,291.0,1250000.0,1250000.0,27.5
VIN,14.7,1.94,7.57,17.34,1350.0,25500000.0,25500000.0,374.85
VIP,8.33,1.72,5.03,17.07,511211.0,68470941.0,65470941.0,566.32
VIR,10.0,1.14,8.75,11.91,,8240000.0,8240000.0,82.4
VIT,14.8,3.21,4.82,15.11,40066.0,19500000.0,19500000.0,302.25
VIX,20.8,1.64,12.35,12.02,4329088.0,127718975.0,127718975.0,2592.7
VKC,4.1,0.08,53.55,12.53,17581.0,20000000.0,19279000.0,86.76
VKD,36.8,1.35,27.24,14.26,2197.0,11999988.0,11999988.0,441.6
VLB,34.1,3.23,10.55,14.22,2031.0,47000000.0,46798960.0,1595.84
VLC,39.4,2.3,17.75,16.64,91606.0,63101000.0,63101000.0,2580.83
VLF,0.9,3.56,0.25,-7.02,,11959982.0,11959982.0,10.76
VLP,1.4,2.96,0.47,14.44,,3536222.0,3386222.0,4.74
VLW,15.2,2.14,7.1,12.66,120.0,28900000.0,28900000.0,439.28
VMA,8.0,1.6,4.99,14.54,,2700000.0,2700000.0,21.6
VMC,10.6,1.08,9.8,35.18,29846.0,30000000.0,10000000.0,106.0
VMD,21.0,2.19,9.62,23.82,811.0,15440268.0,15440268.0,325.02
VMG,4.2,0.07,66.4,4.11,13240.0,9600000.0,9600000.0,44.16
VMS,6.7,0.99,6.64,13.0,2521.0,9000000.0,12000000.0,79.2
VNA,3.9,0.15,26.66,3.17,423316.0,20000000.0,20000000.0,80.0
VNB,13.3,0.52,25.11,12.88,1520.0,67909960.0,67894960.0,882.63
VNC,32.0,2.74,11.67,20.15,115.0,10499955.0,11234529.0,359.5
VND,22.9,3.06,7.47,17.11,2790476.0,220430169.0,208520835.0,4764.7
VNE,5.15,0.04,128.08,11.67,187035.0,90432953.0,81934033.0,451.46
VNF,36.3,2.64,13.75,43.57,10.0,8392250.0,8376750.0,304.08
VNG,15.35,0.18,85.85,11.71,194675.0,97276608.0,97276608.0,1498.06
VNH,0.9,1.17,0.77,0.48,35214.0,8023071.0,8023071.0,7.22
VNL,16.8,2.68,6.27,25.0,5892.0,9000000.0,9000000.0,151.2
VNM,111.2,5.29,21.1,17.31,2541095.0,2089955445.0,2089645346.0,233204.42
VNP,8.1,0.83,9.71,9.81,210699.0,19428913.0,19428913.0,157.37
VNR,19.0,0.36,53.83,,9662.0,131075937.0,131075937.0,2542.87
VNT,55.5,0.29,205.38,16.72,400.0,11949005.0,11893605.0,719.56
VNX,65.0,13.03,4.99,33.52,80.0,1224948.0,1224947.0,79.62
VOC,22.7,2.17,10.73,17.31,476180.0,121800000.0,121800000.0,2837.94
VOS,2.06,0.39,5.66,4.05,2266922.0,140000000.0,140000000.0,308.0
VPD,14.0,0.28,49.83,12.09,11951.0,106589629.0,106589629.0,1492.25
VPG,15.55,0.86,18.17,11.29,942562.0,35000000.0,43399814.0,679.21
VPH,4.38,0.16,28.35,10.74,109256.0,95357800.0,95357800.0,428.16
VPI,33.15,3.53,9.37,15.6,1095653.0,199999900.0,199999900.0,6620.0
VPK,4.4,0.07,59.5,4.99,35862.0,14998817.0,14998817.0,65.99
VPL,80.0,inf,,19.73,4920.0,205498489.0,205498489.0,16542.63
VPR,14.5,0.77,20.63,15.04,352.0,4160000.0,4575985.0,66.35
VPS,13.05,0.52,25.37,13.25,24857.0,24460792.0,24460792.0,325.33
VPW,10.9,0.47,22.98,10.61,,11168676.0,11168676.0,121.74
VQC,18.6,2.59,7.18,24.52,250.0,3599580.0,3599580.0,66.95
VRC,7.3,0.04,191.93,19.47,301046.0,50000000.0,50000000.0,370.0
VRE,30.1,1.0,30.61,12.47,7500061.0,2328818410.0,2272318410.0,69305.71
VRG,25.6,1.51,16.84,10.68,103534.0,25894868.0,25894868.0,660.32
VSA,15.6,2.49,6.44,25.6,943.0,14096486.0,14096486.0,225.54
VSC,53.2,4.77,11.4,32.6,151508.0,55122798.0,55122798.0,2998.68
VSE,6.0,0.48,12.55,10.63,300.0,8937250.0,8937250.0,53.62
VSH,18.65,0.38,49.61,15.36,75161.0,206241246.0,206241246.0,3856.71
VSI,17.05,1.79,9.6,14.69,1669.0,13200000.0,13199997.0,226.38
VSM,15.0,2.29,7.2,16.24,13680.0,3050000.0,3050000.0,50.33
VSN,26.3,1.9,13.68,13.59,3175.0,80914300.0,80913700.0,2103.76
VT1,29.0,0.86,33.57,18.29,,2000000.0,2000000.0,58.0
VTA,5.7,0.78,7.32,10.27,370.0,8000000.0,7999999.0,45.6
VTB,11.2,1.51,7.44,18.83,37375.0,11982050.0,10804520.0,121.01
VTC,8.7,2.87,3.03,15.84,4446.0,4534696.0,4529143.0,39.4
VTD,10.4,1.52,6.84,10.42,66548.0,6000000.0,6000000.0,62.4
VTE,4.3,0.36,11.92,11.1,1761.0,15600000.0,15600000.0,67.08
VTF,33.0,2.62,12.59,27.71,505.0,41812781.0,41812781.0,1379.82
VTJ,3.7,0.02,167.06,10.31,850.0,11400000.0,11400000.0,42.18
VTK,30.3,3.85,7.9,24.36,17513.0,4159905.0,4159905.0,126.46
VTM,21.8,1.32,16.52,12.0,,3279797.0,3279797.0,71.5
VTO,7.55,0.84,9.32,13.99,26057.0,79866666.0,78866666.0,620.68
VTP,110.6,5.05,21.79,13.79,108448.0,83047926.0,83047926.0,9135.27
VTV,5.2,0.04,138.47,13.09,922.0,31199825.0,31199825.0,159.12
VWS,10.7,1.28,8.34,15.87,50.0,3600000.0,3600000.0,38.52
VXP,26.0,1.83,19.06,16.36,1690.0,3600000.0,3600000.0,125.28
WCS,209.5,23.84,8.81,62.66,1508.0,2500000.0,2500000.0,525.0
WSB,45.2,7.81,5.79,44.98,11347.0,14500000.0,14500000.0,655.4
WSS,2.7,1.34,2.17,9.95,92770.0,50300000.0,50300000.0,145.87
WTC,22.5,9.94,2.26,10.54,496.0,10000000.0,10000000.0,225.0
WTN,15.0,0.29,52.29,10.29,,10576827.0,10576827.0,158.65
X18,3.9,15.61,0.25,0.49,,4155777.0,6155777.0,24.01
X20,7.0,1.37,5.63,14.72,2740.0,17250000.0,17250000.0,132.83
X26,18.1,3.57,5.06,31.21,,5000000.0,5000000.0,90.5
XDH,7.1,3.96,1.79,38.43,,10920000.0,10920000.0,77.53
XHC,24.0,1.82,13.2,11.26,440.0,21096500.0,21086500.0,506.08
XLV,8.8,2.1,4.19,16.42,492.0,3000000.0,3000000.0,26.4
XMC,10.6,2.24,4.92,15.1,6778.0,76985804.0,57741114.0,635.15
XMD,1.9,1.05,1.8,13.36,,4000000.0,4000000.0,7.6
YBC,14.5,0.15,94.34,8.7,8770.0,11800000.0,11774180.0,170.73
YBM,5.12,1.0,5.28,11.94,33923.0,14299880.0,14299880.0,75.79
YRC,6.3,0.87,7.25,11.1,,1900000.0,1900000.0,11.97
YSC,6.3,inf,,19.18,1300.0,1100000.0,1089670.0,6.86
YTC,79.8,5.4,14.78,21.39,10.0,3080000.0,2800000.0,223.44
A32,30.4,6.91,4.4,32.88,52.0,6800000.0,6800000.0,206.72
AAA,13.3,1.46,9.58,14.24,2830477.0,211199976.0,221759974.0,2960.5
AAS,5.7,0.62,9.42,11.76,1901802.0,31000000.0,31000000.0,179.8
AAV,11.0,0.4,29.63,11.34,704799.0,31874996.0,31874996.0,376.12
ABC,17.5,1.82,9.7,25.46,32646.0,20393000.0,20393000.0,360.96
ABI,36.6,6.38,5.72,,19883.0,38000000.0,38000000.0,1387.0
ABR,28.0,0.61,48.36,11.39,30.0,20000000.0,20000000.0,588.0
ABS,18.0,0.76,23.4,13.52,285395.0,28800000.0,37439873.0,662.69
ABT,30.55,1.42,21.56,35.83,417.0,14107207.0,11497257.0,351.24
AC4,3.0,2.97,1.01,16.07,,2940862.0,2940862.0,8.82
ACC,14.35,5.27,3.94,15.0,70324.0,10000000.0,30000000.0,429.0
ACE,28.6,5.02,5.74,22.91,1500.0,3050781.0,3050781.0,87.86
ACL,12.75,0.53,24.17,29.45,73946.0,50159019.0,50159019.0,642.04
ACS,12.0,1.08,11.08,14.61,,4000000.0,4000000.0,48.0
ACV,77.9,1.74,45.49,17.11,375219.0,2177173236.0,2177173236.0,171996.69
ADC,18.1,3.3,5.79,18.95,8310.0,3060000.0,3060000.0,58.45
ADG,60.9,5.33,24.54,19.86,84733.0,18000333.0,18000333.0,1094.42
ADP,28.0,5.08,4.72,17.03,1249.0,15359914.0,15359914.0,368.64
ADS,11.25,0.28,39.56,13.86,19479.0,28069450.0,28069450.0,315.78
AFC,10.0,1.17,8.51,11.08,,10688363.0,10688363.0,106.88
AFX,11.9,0.23,52.44,10.47,312593.0,35000000.0,35000000.0,420.0
AG1,10.2,1.48,7.76,11.65,570.0,4863386.0,4863386.0,55.93
AGF,5.6,0.43,13.0,5.86,1132.0,28109743.0,28109743.0,157.41
AGG,29.8,5.53,5.64,18.1,1756322.0,82492517.0,82393100.0,2570.66
AGM,12.45,1.62,7.97,23.86,27270.0,18200000.0,18200000.0,234.78
AGP,14.6,2.53,5.81,16.84,7641.0,12835177.0,12835177.0,188.68
AGR,8.4,0.58,14.2,9.66,2804146.0,212000000.0,211199953.0,1752.96
AGX,31.5,6.45,4.88,37.0,1.0,10800000.0,10800000.0,340.2
ALP,3.4,inf,,10.94,9329.0,192484413.0,192484413.0,654.45
ALT,11.1,0.17,65.9,36.23,570.0,6172523.0,5736709.0,63.68
ALV,1.9,0.57,3.32,11.23,800.0,5657936.0,5657936.0,10.75
AMC,19.7,2.71,7.27,16.85,30.0,2850000.0,2850000.0,56.15
AMD,2.68,0.14,19.58,11.21,1652696.0,163504874.0,163504874.0,439.83
AME,7.1,0.81,8.73,12.19,384.0,25200000.0,25200000.0,178.92
AMP,10.2,0.53,19.07,14.22,,13000000.0,13000000.0,132.6
AMS,9.0,1.3,7.94,12.27,12771.0,33300000.0,33300000.0,342.99
AMV,17.1,4.84,3.74,19.88,562024.0,37962045.0,37962045.0,687.11
ANT,9.8,0.98,10.01,9.04,420.0,6000000.0,6000000.0,58.8
ANV,22.2,2.46,9.01,17.97,458590.0,127539625.0,132122875.0,2933.13
APC,22.15,2.82,8.17,31.9,86955.0,20121395.0,19905025.0,457.82
APF,37.0,10.46,3.44,35.19,3192.0,18189146.0,18189414.0,654.82
APG,10.15,0.88,11.31,11.3,1093639.0,34028900.0,34028900.0,339.95
APH,88.8,3.3,25.82,16.93,789970.0,132562459.0,132562459.0,11307.58
API,9.5,2.45,3.84,15.13,2512.0,36400000.0,35400000.0,332.76
APL,11.0,1.9,5.79,13.66,30.0,1200000.0,1200000.0,13.2
APP,3.4,0.27,12.56,10.17,89.0,4724632.0,4724632.0,16.06
APS,4.0,0.42,10.57,9.31,258798.0,39000000.0,39000000.0,171.6
AQN,7.5,2.46,3.05,14.69,,1511097.0,1511097.0,11.33
ARM,46.8,0.88,53.4,11.27,50.0,2592740.0,3111283.0,145.61
ART,2.7,0.69,3.91,11.59,2062483.0,90712526.0,96922509.0,261.69
ASA,1.2,0.01,114.85,10.39,300.0,10000000.0,10000000.0,12.0
ASD,3.1,0.51,6.1,12.17,,4000000.0,4000000.0,12.4
ASG,37.3,inf,,16.02,16430.0,63044964.0,63044964.0,2357.88
ASM,13.95,2.02,7.28,17.01,4651877.0,258867849.0,258867849.0,3805.36
ASP,6.16,0.74,8.5,13.45,82787.0,37339929.0,37339542.0,235.61
AST,56.3,0.2,285.23,11.36,109334.0,45000000.0,45000000.0,2547.0
ATG,0.61,0.01,44.09,8.77,,15220000.0,15220000.0,9.28
ATS,28.5,0.13,213.03,12.26,20.0,3500000.0,3500000.0,99.75
AVC,25.0,0.8,31.08,15.94,230.0,75052052.0,75052052.0,1876.3
B82,0.5,0.13,3.99,10.13,130.0,5000000.0,5000000.0,2.5
BAX,69.0,18.38,3.78,36.04,21725.0,8200000.0,8200000.0,569.08
BBC,63.0,7.13,8.49,68.61,8032.0,15420782.0,15420782.0,932.96
BBH,16.0,2.08,7.69,38.26,,2047932.0,2047932.0,32.77
BBM,13.3,1.61,8.27,13.18,,2000000.0,2000000.0,26.6
BBS,11.9,1.15,10.37,17.51,33.0,6000000.0,6000000.0,71.4
BBT,18.0,2.54,7.08,4.44,569.0,9800000.0,9800000.0,176.4
BCB,6.6,2.29,2.88,12.57,,5000000.0,5000000.0,33.0
BCC,7.6,0.93,8.19,16.77,615232.0,123209812.0,123209812.0,936.39
BCE,9.1,1.11,8.48,11.34,256741.0,30000000.0,30000000.0,283.5
BCF,46.0,3.07,15.15,13.54,780.0,21083725.0,21083725.0,980.39
BCG,9.39,0.46,21.12,10.61,1386242.0,108005760.0,136005760.0,1312.46
BCI,41.6,1.43,29.23,24.23,41111.0,86720144.0,86720144.0,3633.57
BCM,41.15,1.97,20.9,14.59,85948.0,1035000000.0,1035000000.0,42642.0
BDB,10.8,1.09,9.94,11.75,,1126474.0,1126474.0,12.17
BDC,7.8,0.5,15.48,10.87,,21735900.0,21735900.0,169.54
BDF,16.0,3.93,4.07,29.68,,1550000.0,1550000.0,24.8
BDG,48.1,8.31,5.84,26.25,30660.0,12000000.0,12000000.0,582.0
BDT,19.6,2.38,9.08,13.32,16666.0,38600000.0,38595400.0,833.66
BDW,12.0,1.91,6.28,14.39,30.0,12410800.0,12410800.0,148.93
BED,33.0,2.5,13.23,13.54,,3000000.0,3000000.0,99.0
BEL,11.5,2.62,4.39,11.22,,6000000.0,6000000.0,69.0
BFC,16.35,2.09,7.73,16.84,558122.0,57167993.0,57167993.0,926.12
BGM,0.98,0.01,91.62,10.22,167937.0,45753840.0,45753840.0,42.09
BGW,22.0,0.44,49.65,10.42,100.0,18149446.0,18149446.0,399.29
BHA,9.5,0.09,110.38,9.81,120.0,66000000.0,66000000.0,660.0
BHC,2.9,0.03,90.95,-17.75,,4500000.0,4500000.0,13.05
BHG,12.1,0.47,25.9,23.95,,8935643.0,3856665.0,46.67
BHK,12.2,2.51,4.85,13.78,20.0,3986000.0,3986000.0,48.63
BHN,76.0,2.34,32.11,21.42,4190.0,231800000.0,231800000.0,17385.0
BHP,6.6,0.47,14.81,17.09,553.0,9179290.0,9179290.0,64.26
BHS,21.7,2.39,12.24,12.39,2391892.0,297874449.0,297874449.0,6553.24
BIC,20.5,1.8,11.79,17.34,131266.0,117276895.0,117276895.0,2492.13
BIO,9.5,0.57,16.62,10.6,,8562000.0,8554500.0,81.27
BKH,26.7,3.45,7.74,28.57,40.0,1750000.0,1750000.0,46.73
BLI,7.9,0.69,13.02,,4624.0,60000000.0,59999474.0,540.0
BLN,1.6,0.44,3.65,10.81,,5000000.0,5000000.0,8.0
BLT,18.9,1.0,18.89,39.01,,4000000.0,4000000.0,75.6
BLW,17.6,0.78,22.47,10.77,,11168800.0,11168800.0,196.57
BM9,10.2,0.71,14.32,10.7,,3795680.0,3795680.0,38.72
BMC,12.05,1.17,10.2,15.92,71419.0,12392630.0,12392630.0,148.09
BMD,8.0,2.12,3.77,12.34,,2753280.0,2753280.0,22.03
BMF,21.3,4.22,5.05,27.68,720.0,4159600.0,4159600.0,88.6
BMG,28.0,3.03,9.25,17.03,,5292000.0,5292000.0,148.18
BMI,30.3,1.99,15.26,24.62,553607.0,91354037.0,91354037.0,2768.03
BMJ,28.5,2.55,11.17,13.63,2949.0,6000000.0,6000000.0,171.0
BMN,5.8,1.65,3.53,11.01,,2750000.0,2750000.0,15.95
BMP,64.7,6.19,10.44,28.84,265131.0,81860938.0,81860938.0,5288.22
BMV,10.0,0.12,85.04,10.09,,24200000.0,24200000.0,242.0
BNA,33.4,1.45,23.03,17.33,153927.0,8000000.0,8000000.0,268.0
BNW,9.7,0.82,11.86,10.89,,37549391.0,37549391.0,364.23
BPC,10.1,1.86,5.43,25.43,100.0,3800000.0,3800000.0,38.38
BPW,26.4,0.62,42.59,10.49,,13203858.0,13203858.0,348.58
BRC,11.2,1.65,6.81,16.46,1373.0,12374997.0,12374997.0,138.6
BRR,11.0,0.64,16.39,10.95,3321.0,112500000.0,112500000.0,1181.25
